time_h,concentration_ng_mL
0.0,0.0028200091806512336
0.24242424242424243,0.02804850180714586
0.48484848484848486,0.04701035534905277
0.7272727272727273,0.05743496392684183
0.9696969696969697,0.0803772199973727
1.2121212121212122,0.05355177459795029
1.4545454545454546,0.04778795284692409
1.696969696969697,0.049518270903007644
1.9393939393939394,0.05518970147925302
2.1818181818181817,0.04862648335390506
2.4242424242424243,0.050577908870093606
2.666666666666667,0.051062697122425796
2.909090909090909,0.04834478997850537
3.1515151515151514,0.04510264285306436
3.393939393939394,0.04450513191372427
3.6363636363636367,0.048688329340725464
3.878787878787879,0.046338171314186535
4.121212121212121,0.040514121726156725
4.363636363636363,0.04011035756165378
4.606060606060606,0.04244397474433695
4.848484848484849,0.03936394330195478
5.090909090909091,0.04055347701757278
5.333333333333334,0.04413758963531751
5.575757575757576,0.041929957285899155
5.818181818181818,0.0417651181233861
6.0606060606060606,0.03962428142522048
6.303030303030303,0.03368955865714103
6.545454545454546,0.03827809863829845
6.787878787878788,0.044869282236690566
7.03030303030303,0.03748278175702396
7.272727272727273,0.03753734487913563
7.515151515151516,0.038925593795758794
7.757575757575758,0.037441972859842
8.0,0.03365940293176828
8.242424242424242,0.06196688417452639
8.484848484848484,0.07636609020309006
8.727272727272727,0.09342181036530982
8.96969696969697,0.10859163098845503
9.212121212121213,0.09285491141384136
9.454545454545455,0.08386540788814027
9.696969696969697,0.08471791007247034
9.93939393939394,0.07871402319016219
10.181818181818182,0.08365422251986317
10.424242424242424,0.08354625773141462
10.666666666666668,0.07639336787493586
10.90909090909091,0.07824544533435737
11.151515151515152,0.07859291426610603
11.393939393939394,0.07432466471016655
11.636363636363637,0.07739458182249274
11.878787878787879,0.07738180305106843
12.121212121212121,0.07080296343109259
12.363636363636363,0.07264620887491594
12.606060606060606,0.06830322226936751
12.84848484848485,0.06913955323591643
13.090909090909092,0.07157897881591874
13.333333333333334,0.0747457324634547
13.575757575757576,0.07638608778087758
13.818181818181818,0.06599988070939053
14.06060606060606,0.06806749066726282
14.303030303030303,0.06772229644526352
14.545454545454547,0.06136481599045114
14.787878787878789,0.06375235060078428
15.030303030303031,0.06465727610508584
15.272727272727273,0.0692093351560649
15.515151515151516,0.056384299525444034
15.757575757575758,0.06364146460491911
16.0,0.06169149065878185
16.242424242424242,0.0857366097218703
16.484848484848484,0.108219133670308
16.727272727272727,0.11461168851989303
16.96969696969697,0.13143421025021973
17.21212121212121,0.11448804585676554
17.454545454545453,0.11451062091189952
17.6969696969697,0.10503749558985029
17.93939393939394,0.10886303159031735
18.181818181818183,0.10223987234486427
18.424242424242426,0.10194187035658464
18.666666666666668,0.0978862142485237
18.90909090909091,0.10287357528060377
19.151515151515152,0.09494524204874848
19.393939393939394,0.09682383079213049
19.636363636363637,0.09150050731285661
19.87878787878788,0.09257378059736772
20.12121212121212,0.09476315943218927
20.363636363636363,0.08786717670266561
20.606060606060606,0.0878380433324738
20.848484848484848,0.0847075424928676
21.09090909090909,0.09387269808815299
21.333333333333336,0.08259316360695776
21.575757575757578,0.0813727375624201
21.81818181818182,0.08169238892739938
22.060606060606062,0.08009363468662624
22.303030303030305,0.0780920118443835
22.545454545454547,0.0835093156191904
22.78787878787879,0.08014688362061877
23.03030303030303,0.07800830532090157
23.272727272727273,0.08183772312882118
23.515151515151516,0.0749034757994824
23.757575757575758,0.07406117803751937
24.0,0.0732211157162342
