time_h,concentration_ng_mL
0.0,-0.0009713357760464527
0.24242424242424243,-0.002477991506210508
0.48484848484848486,-0.0012980236341062208
0.7272727272727273,0.0014787966766068516
0.9696969696969697,-0.0042677532668576245
1.2121212121212122,-0.006581487397959079
1.4545454545454546,0.0018413438748577165
1.696969696969697,0.0014938382311615722
1.9393939393939394,0.0017889494448727668
2.1818181818181817,0.09039672634709092
2.4242424242424243,0.1846379866299336
2.666666666666667,0.2071953628564716
2.909090909090909,0.18333051453763546
3.1515151515151514,0.16716228144984147
3.393939393939394,0.14111941006390813
3.6363636363636367,0.12316282033502075
3.878787878787879,0.10899354070454731
4.121212121212121,0.1024630496866528
4.363636363636363,0.08541127823798121
4.606060606060606,0.07690818076639383
4.848484848484849,0.06955131914436467
5.090909090909091,0.061669576211132775
5.333333333333334,0.05674739415752091
5.575757575757576,0.04892540995376582
5.818181818181818,0.0434677516084377
6.0606060606060606,0.0380532260995042
6.303030303030303,0.035737359324102734
6.545454545454546,0.027621944785708424
6.787878787878788,0.02750586509958416
7.03030303030303,0.02368581596043455
7.272727272727273,0.020416041824236814
7.515151515151516,0.014843394594969335
7.757575757575758,0.018282303955821973
8.0,0.009318766370868162
8.242424242424242,0.12692164382314214
8.484848484848484,0.2231817689100367
8.727272727272727,0.2103047068325186
8.96969696969697,0.18099133809558296
9.212121212121213,0.17021407615428458
9.454545454545455,0.1463567216168432
9.696969696969697,0.12568832385588632
9.93939393939394,0.11395710208368845
10.181818181818182,0.09993494308921444
10.424242424242424,0.09325978287281086
10.666666666666668,0.07445404699924439
10.90909090909091,0.06784988387476452
11.151515151515152,0.05787187099137809
11.393939393939394,0.05663941515827509
11.636363636363637,0.048411056589785686
11.878787878787879,0.04659947688162517
12.121212121212121,0.036604911317442854
12.363636363636363,0.031044347200161512
12.606060606060606,0.026474317290085595
12.84848484848485,0.022664755282005105
13.090909090909092,0.023858376289066646
13.333333333333334,0.01449777471391818
13.575757575757576,0.015553147221447338
13.818181818181818,0.017564960672159034
14.06060606060606,0.04528594647810406
14.303030303030303,0.15851045074601683
14.545454545454547,0.2228180932967746
14.787878787878789,0.20261831483104062
15.030303030303031,0.180501162962797
15.272727272727273,0.16277999413928632
15.515151515151516,0.13994396101788462
15.757575757575758,0.128579229130077
16.0,0.11345457787850731
16.242424242424242,0.09198050201593684
16.484848484848484,0.08599687304986543
16.727272727272727,0.07809334317464586
16.96969696969697,0.06534706444913337
17.21212121212121,0.05829413704928561
17.454545454545453,0.0518893318946618
17.6969696969697,0.04899012315670123
17.93939393939394,0.047116047945677725
18.181818181818183,0.03905547184513278
18.424242424242426,0.03254266783618105
18.666666666666668,0.027122347646313136
18.90909090909091,0.03209099332713003
19.151515151515152,0.0193001726423548
19.393939393939394,0.01572706215068737
19.636363636363637,0.015845581431573254
19.87878787878788,0.014307822299769051
20.12121212121212,0.0678371055191445
20.363636363636363,0.17685330721179618
20.606060606060606,0.22142708196168598
20.848484848484848,0.20126876767548205
21.09090909090909,0.1723356651192239
21.333333333333336,0.14891143407464616
21.575757575757578,0.13894288409490027
21.81818181818182,0.121700722922161
22.060606060606062,0.11180156011973093
22.303030303030305,0.08781810642433095
22.545454545454547,0.07778146556037975
22.78787878787879,0.07131769506071817
23.03030303030303,0.07121866158743204
23.272727272727273,0.05859841363062034
23.515151515151516,0.04688773779337947
23.757575757575758,0.04915705664654958
24.0,0.036765512559453636
